id_nutrition_log,log_date,meal_type,water_intake_ml,id_user,id_food,food_item,category,calories_kcal,protein_g,carbohydrates_g,fat_g
1512,2026-02-23,Snack,0,,329,Frosting (Vanilla 2 tbsp),Condiment,140.0,0.0,22.0,6.0
1513,2026-02-23,Breakfast,0,,330,Hot Sauce (1 tsp Tabasco),Condiment,0.0,0.0,0.0,0.0
1514,2026-02-23,Lunch,250,,331,Bison Burger (1 patty),Protein/Meat,150.0,22.0,0.0,7.0
1515,2026-02-23,Lunch,0,,332,Pretzel Bun (1 medium),Grain,230.0,8.0,45.0,2.0
1516,2026-02-23,Lunch,0,,333,Spicy Mustard (1 tbsp),Condiment,10.0,0.5,1.0,0.5
1517,2026-02-23,Lunch,0,,334,Pasta Salad (1 cup),Meal/Pasta,280.0,8.0,30.0,14.0
1518,2026-02-23,Lunch,0,,188,Salami (3 slices),Protein/Processed,110.0,6.0,1.0,9.0
1519,2026-02-23,Lunch,0,,335,Pepperoncini (2 peppers),Vegetable,10.0,0.5,2.0,0.0
1520,2026-02-23,Dinner,0,,336,Coconut Milk (1/4 cup canned),Condiment,111.0,1.1,2.9,11.6
1521,2026-02-23,Dinner,0,,337,Green Curry Paste (1 tbsp),Condiment,30.0,0.5,2.0,2.5
1522,2026-02-23,Dinner,0,,338,Chicken Thigh (1 roasted),Protein/Meat,210.0,24.0,0.0,13.0
1523,2026-02-23,Dinner,0,,339,Jasmine Rice (1 cup cooked),Grain,205.0,4.3,45.0,0.4
1524,2026-02-23,Snack,300,,340,Thai Iced Tea (1 glass),Beverage,250.0,3.0,35.0,12.0
1525,2026-02-23,Snack,0,,341,Papaya (1 cup cubes),Fruit,62.0,0.6,15.7,0.4
1526,2026-02-23,Snack,0,,342,Lime Juice (1 tbsp),Condiment,4.0,0.1,1.3,0.0
1527,2026-02-23,Lunch,0,,343,Macaroni Salad (1 cup),Meal/Pasta,380.0,8.0,30.0,25.0
1528,2026-02-23,Lunch,0,,344,Celery (1 stalk),Vegetable,6.0,0.3,1.2,0.1
1529,2026-02-23,Snack,0,,345,Blue Cheese (1 oz),Dairy,100.0,6.0,0.7,8.0
1530,2026-02-23,Snack,0,,346,Dark Chocolate (1 oz 70%),Dessert,170.0,2.2,13.0,12.0
1531,2026-02-23,Breakfast,250,,347,Acai Bowl (1 serving),Meal/Fruit,350.0,5.0,60.0,12.0
1532,2026-02-23,Breakfast,0,,348,Granola (1/4 cup topping),Grain,120.0,3.0,15.0,6.0
1533,2026-02-23,Breakfast,0,,349,Coconut Flakes (1 tbsp topping),Fruit,35.0,0.3,1.5,3.3
1534,2026-02-23,Breakfast,0,,350,Honey (1 tsp drizzle),Condiment,21.0,0.0,5.8,0.0
1535,2026-02-23,Snack,0,,351,Shrimp Cocktail (4 large shrimp),Protein/Seafood,60.0,10.0,1.0,1.0
1536,2026-02-23,Snack,0,,352,Cocktail Sauce (2 tbsp),Condiment,30.0,0.5,7.0,0.0
1537,2026-02-23,Lunch,0,,353,Pork Bun (1 steamed),Meal/Processed,220.0,8.0,30.0,8.0
1538,2026-02-23,Lunch,0,,354,Dim Sum (Siu Mai 3 pcs),Meal/Processed,180.0,12.0,10.0,10.0
1539,2026-02-23,Lunch,0,,355,Soy Sauce (1 tbsp for dipping),Condiment,9.0,1.0,1.0,0.0
1540,2026-02-23,Dinner,0,,356,Oyster (1 medium raw),Protein/Seafood,8.0,1.0,0.5,0.2
1541,2026-02-23,Dinner,0,,357,Mignonette Sauce (1 tbsp),Condiment,5.0,0.0,1.0,0.0
1542,2026-02-23,Dinner,500,,358,Beef Pho (1 large bowl),Meal/Soup,450.0,30.0,55.0,12.0
1543,2026-02-23,Dinner,0,,359,Bean Sprouts (1/4 cup garnish),Vegetable,8.0,0.8,1.5,0.1
1544,2026-02-23,Dinner,0,,360,Thai Basil (garnish),Condiment,1.0,0.1,0.0,0.0
1545,2026-02-23,Dinner,0,,361,Lime Wedge (garnish),Condiment,3.0,0.1,1.0,0.0
1546,2026-02-23,Dinner,0,,362,Jalapeno (1 tbsp sliced),Vegetable,4.0,0.1,0.8,0.1
1547,2026-02-23,Dinner,0,,363,Hoisin Sauce (1 tbsp),Condiment,35.0,0.3,8.0,0.2
1548,2026-02-23,Dinner,0,,364,Sriracha (1 tsp),Condiment,5.0,0.1,1.0,0.1
1549,2026-02-23,Breakfast,0,,365,Crepe (1 plain),Grain,90.0,3.5,14.0,2.0
1550,2026-02-23,Breakfast,0,,366,Nutella (1 tbsp),Condiment,100.0,1.5,11.0,6.0
1551,2026-02-23,Breakfast,0,,367,Powdered Sugar (1 tsp),Condiment,10.0,0.0,2.5,0.0
1552,2026-02-23,Dinner,0,,368,Sake (3 oz),Beverage,117.0,0.4,3.8,0.0
1553,2026-02-23,Snack,250,,369,Edamame (in pod 1 cup),Legume,120.0,11.0,9.0,5.0
1554,2026-02-23,Snack,0,,370,Sea Salt (coarse 1/4 tsp),Condiment,0.0,0.0,0.0,0.0
1555,2026-02-23,Dinner,0,,371,Biryani (Chicken 1.5 cups),Meal/Meat,520.0,28.0,60.0,18.0
1556,2026-02-23,Dinner,0,,372,Raita (2 tbsp),Condiment/Dairy,30.0,1.0,2.0,2.0
1557,2026-02-23,Snack,240,,373,Lassi (Mango 1 cup),Beverage,180.0,5.0,30.0,4.0
1558,2026-02-23,Snack,0,,374,Samosa (1 piece vegetable),Snack/Processed,130.0,2.0,18.0,6.0
1559,2026-02-23,Snack,0,,375,Tamarind Chutney (1 tbsp),Condiment,20.0,0.1,5.0,0.0
1560,2026-02-23,Snack,0,,376,Mint Chutney (1 tbsp),Condiment,5.0,0.2,0.5,0.0
1561,2026-02-23,Snack,0,,377,Pani Puri (6 pcs),Snack/Processed,200.0,4.0,35.0,5.0
1562,2026-02-23,Snack,0,,378,Passion Fruit (1 fruit),Fruit,17.0,0.4,4.2,0.1
1563,2026-02-23,Dinner,500,,379,Kimchi Jjigae (1 bowl),Meal/Soup,350.0,15.0,20.0,22.0
1564,2026-02-23,Dinner,0,,380,Silken Tofu (3oz in soup),Protein/Vegetarian,45.0,5.0,2.0,2.5
1565,2026-02-23,Dinner,0,,381,Pork Belly (1 oz in soup),Protein/Meat,145.0,3.0,0.0,15.0
1566,2026-02-23,Dinner,0,,382,Gochugaru (1 tsp),Condiment,10.0,0.3,1.8,0.3
1567,2026-02-23,Dinner,0,,383,Gochujang (1 tbsp),Condiment,30.0,0.5,6.0,0.0
1568,2026-02-23,Dinner,0,,384,Sesame Oil (1 tsp),Condiment,40.0,0.0,0.0,4.5
1569,2026-02-23,Dinner,0,,385,Fish Sauce (1 tsp),Condiment,5.0,0.4,0.5,0.0
1570,2026-02-23,Dinner,0,,386,Green Onion (1 tbsp garnish),Vegetable,3.0,0.2,0.7,0.0
1571,2026-02-23,Snack,473,,387,Kombucha (16 oz),Beverage,60.0,0.0,14.0,0.0
1572,2026-02-23,Dinner,0,,388,Beef Wellington (1 slice),Meal/Meat,600.0,30.0,35.0,38.0
1573,2026-02-23,Dinner,0,,389,Pate (Mushroom 2 tbsp),Condiment,70.0,1.0,2.0,7.0
1574,2026-02-23,Dinner,0,,390,Puff Pastry (1 oz wrapper),Grain,115.0,1.5,9.0,8.0
1575,2026-02-23,Dinner,0,,391,Prosciutto (1 slice),Protein/Meat,35.0,4.0,0.0,2.5
1576,2026-02-23,Dinner,0,,392,Asparagus (6 spears roasted),Vegetable,40.0,4.0,4.0,2.0
1577,2026-02-23,Dinner,0,,393,Hollandaise Sauce (1 tbsp),Condiment,55.0,0.5,0.2,6.0
1578,2026-02-23,Snack,0,,394,Flan (1 slice),Dessert,220.0,6.0,35.0,7.0
1579,2026-02-23,Snack,0,,395,Caramel Sauce (1 tbsp),Condiment,60.0,0.0,13.0,1.0
1580,2026-02-23,Breakfast,0,,396,Congee (1 cup plain),Meal/Grain,130.0,2.5,28.0,1.0
1581,2026-02-23,Breakfast,0,,397,Pickled Radish (1/4 cup),Vegetable,15.0,0.5,3.0,0.0
1582,2026-02-23,Breakfast,0,,398,Pork Floss (1 tbsp),Protein/Meat,50.0,4.0,3.0,2.0
1583,2026-02-23,Breakfast,0,,399,Century Egg (1 egg),Protein,100.0,7.0,1.0,7.0
1584,2026-02-23,Lunch,0,,400,Arugula (2 cups),Vegetable,10.0,1.0,0.8,0.2
1585,2026-02-23,Lunch,0,,401,Goat Cheese (1 oz),Dairy,103.0,6.1,0.1,8.5
1586,2026-02-23,Lunch,0,,402,Beets (1/2 cup roasted),Vegetable,30.0,0.8,6.8,0.1
1587,2026-02-23,Lunch,0,,403,Walnuts (1 tbsp chopped),Nut,46.0,1.1,1.0,4.6
1588,2026-02-23,Lunch,0,,404,Balsamic Glaze (1 tbsp),Condiment,40.0,0.0,9.0,0.0
1589,2026-02-23,Dinner,0,,405,Bobotie (1 serving),Meal/Meat,450.0,25.0,30.0,25.0
1590,2026-02-23,Dinner,0,,406,Yellow Rice (1 cup),Grain,230.0,4.0,50.0,1.0
1591,2026-02-23,Dinner,0,,407,Chutney (Mango 1 tbsp),Condiment,45.0,0.1,11.0,0.1
1592,2026-02-23,Snack,0,,408,Malva Pudding (1 slice),Dessert,380.0,5.0,60.0,14.0
1593,2026-02-23,Snack,0,,409,Custard (1/4 cup),Condiment,80.0,3.0,10.0,3.0
1594,2026-02-23,Snack,473,,410,Bubble Tea (16 oz milk tea),Beverage,320.0,2.0,70.0,4.0
1595,2026-02-23,Snack,0,,411,Tapioca Pearls (1/4 cup boba),Condiment,100.0,0.0,25.0,0.0
1596,2026-02-23,Dinner,0,,412,Paella (1.5 cups seafood),Meal/Rice,550.0,30.0,70.0,18.0
1597,2026-02-23,Dinner,0,,413,Chorizo (1 oz in paella),Protein/Meat,130.0,6.0,1.0,11.0
1598,2026-02-23,Dinner,0,,414,Saffron (pinch),Condiment,1.0,0.0,0.1,0.0
1599,2026-02-23,Dinner,0,,415,Aioli (Garlic 1 tbsp),Condiment,95.0,0.1,0.5,10.5
1600,2026-02-23,Lunch,240,,416,Gazpacho (1 cup),Meal/Soup,90.0,2.0,12.0,4.0
1601,2026-02-23,Lunch,0,,417,Croutons (Garlic 1/4 cup),Grain,50.0,1.5,7.0,2.0
1602,2026-02-23,Lunch,0,,418,Olive Oil (1 tsp garnish),Condiment,40.0,0.0,0.0,4.5
1603,2026-02-23,Snack,0,,419,Churros (2 sticks),Dessert,240.0,3.0,30.0,12.0
1604,2026-02-23,Snack,0,,420,Chocolate Sauce (1 tbsp dipping),Condiment,50.0,0.5,10.0,1.5
1605,2026-02-23,Snack,0,,421,Cinnamon Sugar (1 tsp),Condiment,20.0,0.0,5.0,0.0
1606,2026-02-23,Snack,240,,422,Horchata (1 cup),Beverage,140.0,2.0,25.0,3.0
1607,2026-02-23,Lunch,0,,423,Ceviche (1 cup fish),Meal/Fish,180.0,25.0,15.0,2.0
1608,2026-02-23,Lunch,0,,424,Red Onion (1/4 cup in ceviche),Vegetable,16.0,0.3,3.7,0.0
1609,2026-02-23,Lunch,0,,425,Cilantro (2 tbsp garnish),Condiment,1.0,0.1,0.0,0.0
1610,2026-02-23,Snack,0,,426,Corn Nuts (1 oz),Snack/Processed,130.0,2.0,23.0,4.0
1611,2026-02-23,Dinner,0,,427,Lomo Saltado (1.5 cups),Meal/Meat,500.0,35.0,45.0,22.0
1612,2026-02-23,Dinner,0,,428,French Fries (as side),Vegetable/Processed,200.0,2.0,25.0,10.0
1613,2026-02-23,Dinner,0,,429,Soy Sauce (1 tbsp in stir-fry),Condiment,9.0,1.0,1.0,0.0
1614,2026-02-23,Dinner,0,,430,Aji Amarillo Paste (1 tsp),Condiment,5.0,0.1,1.0,0.0
1615,2026-02-23,Snack,180,,431,Pisco Sour (1 drink),Beverage,250.0,1.0,25.0,0.0
1616,2026-02-23,Snack,0,,432,Egg White (in drink),Condiment,17.0,3.6,0.2,0.0
1617,2026-02-23,Snack,0,,433,Angostura Bitters (dash),Condiment,5.0,0.0,0.0,0.0
1618,2026-02-23,Snack,0,,434,Alfajores (1 cookie),Dessert,180.0,2.0,22.0,10.0
1619,2026-02-23,Snack,0,,435,Dulce de Leche (1 tbsp filling),Condiment,65.0,1.0,12.0,1.5
1620,2026-02-23,Snack,0,,436,Coconut (shredded garnish),Fruit,10.0,0.1,0.5,1.0
1621,2026-02-23,Breakfast,240,,437,Mate (1 cup),Beverage,5.0,0.2,1.0,0.0
1622,2026-02-23,Breakfast,0,,438,Media Luna (1 pastry),Grain,190.0,4.0,25.0,8.0
1623,2026-02-23,Dinner,0,,439,Chimichurri (1 tbsp),Condiment,45.0,0.1,0.5,4.5
1624,2026-02-23,Dinner,0,,440,Skirt Steak (4oz grilled),Protein/Meat,240.0,26.0,0.0,15.0
1625,2026-02-23,Dinner,0,,441,Provoleta (1 oz grilled cheese),Dairy,100.0,7.0,1.0,8.0
1626,2026-02-23,Dinner,0,,442,Oregano (1 tsp),Condiment,3.0,0.1,0.7,0.0
1627,2026-02-23,Lunch,0,,443,Empanada (Beef 1 medium),Meal/Processed,290.0,10.0,28.0,16.0
1628,2026-02-23,Dinner,0,,444,Chicken Milanesa (1 serving),Meal/Meat,450.0,35.0,30.0,22.0
1629,2026-02-23,Dinner,0,,445,Mashed Potatoes (side),Vegetable,150.0,3.0,25.0,4.0
1630,2026-02-23,Lunch,250,,446,Choripan (1 sandwich),Meal/Processed,550.0,20.0,40.0,35.0
1631,2026-02-23,Lunch,0,,447,Baguette (slice),Grain,70.0,2.5,14.0,0.5
1632,2026-02-23,Lunch,0,,439,Chimichurri (1 tbsp),Condiment,45.0,0.1,0.5,4.5
1633,2026-02-23,Dinner,250,,448,Pizza (Margherita 1 slice),Meal/Processed,250.0,12.0,30.0,10.0
1634,2026-02-23,Dinner,0,,449,Fresh Mozzarella (1 oz),Dairy,72.0,5.0,0.8,5.0
1635,2026-02-23,Dinner,0,,450,Basil (2 tbsp fresh),Condiment,1.0,0.1,0.1,0.0
1636,2026-02-23,Dinner,0,,451,Carbonara (1.5 cups),Meal/Pasta,650.0,25.0,60.0,35.0
1637,2026-02-23,Dinner,0,,452,Guanciale (1 oz),Protein/Meat,170.0,3.0,0.0,18.0
1638,2026-02-23,Dinner,0,,453,Pecorino Cheese (1 tbsp),Dairy,25.0,1.5,0.1,2.0
1639,2026-02-23,Dinner,0,,454,Black Pepper (1/4 tsp),Condiment,1.0,0.0,0.2,0.0
1640,2026-02-23,Dinner,0,,455,Egg Yolk (1 large in sauce),Protein,55.0,2.7,0.6,4.5
1641,2026-02-23,Snack,0,,456,Supplì (1 piece fried rice ball),Snack/Processed,200.0,8.0,25.0,8.0
1642,2026-02-23,Snack,150,,457,Aperol Spritz (1 drink),Beverage,180.0,0.0,20.0,0.0
1643,2026-02-23,Snack,0,,458,Prosecco (3 oz),Beverage,70.0,0.0,2.0,0.0
1644,2026-02-23,Snack,0,,459,Club Soda (2 oz),Beverage,0.0,0.0,0.0,0.0
1645,2026-02-23,Snack,0,,460,Orange Slice (garnish),Fruit,5.0,0.1,1.0,0.0
1646,2026-02-23,Dinner,500,,461,Tagliatelle al Ragù (Bolognese),Meal/Pasta,550.0,28.0,65.0,20.0
1647,2026-02-23,Dinner,0,,462,Ground Beef (2 oz in sauce),Protein/Meat,140.0,11.0,0.0,10.0
1648,2026-02-23,Dinner,0,,463,Pancetta (0.5 oz in sauce),Protein/Meat,45.0,1.5,0.0,4.5
1649,2026-02-23,Dinner,0,,464,Carrot (1/4 minced in sauce),Vegetable,10.0,0.2,2.4,0.1
1650,2026-02-23,Dinner,0,,465,Celery (1/4 stalk minced),Vegetable,2.0,0.1,0.4,0.0
1651,2026-02-23,Dinner,0,,466,Onion (1/8 minced in sauce),Vegetable,5.0,0.1,1.2,0.0
1652,2026-02-23,Dinner,0,,467,Crushed Tomatoes (1/2 cup sauce),Vegetable,20.0,1.0,4.0,0.0
1653,2026-02-23,Dinner,0,,468,Parmigiano-Reggiano (1 tbsp),Dairy,22.0,2.0,0.2,1.5
1654,2026-02-23,Snack,0,,469,Cannoli (1 medium),Dessert,240.0,5.0,25.0,13.0
1655,2026-02-23,Snack,0,,470,Ricotta (filling 1 oz),Dairy,49.0,3.2,0.8,3.8
1656,2026-02-23,Snack,0,,471,Pistachio (garnish),Nut,10.0,0.4,0.5,0.8
1657,2026-02-23,Snack,0,,472,Biscotti (1 cookie),Dessert,110.0,2.0,18.0,4.0
1658,2026-02-23,Snack,30,,473,Espresso (for dipping),Beverage,2.0,0.2,0.0,0.0
1659,2026-02-23,Lunch,0,,474,Focaccia (1 square),Grain,250.0,8.0,40.0,7.0
1660,2026-02-23,Lunch,0,,475,Rosemary (1 tsp topping),Condiment,1.0,0.0,0.2,0.0
1661,2026-02-23,Lunch,0,,476,Coarse Salt (garnish),Condiment,0.0,0.0,0.0,0.0
1662,2026-02-23,Lunch,0,,477,Olive Oil (1 tbsp drizzle),Condiment,120.0,0.0,0.0,14.0
1663,2026-02-23,Snack,0,,478,Bruschetta (2 pcs),Snack/Appetizer,180.0,4.0,25.0,7.0
1664,2026-02-23,Snack,0,,479,Balsamic Glaze (1 tsp),Condiment,13.0,0.0,3.0,0.0
1665,2026-02-23,Dinner,500,,480,Ribollita (1.5 cups soup),Meal/Soup,350.0,15.0,55.0,8.0
1666,2026-02-23,Dinner,0,,481,Cannellini Beans (1/2 cup in soup),Legume,105.0,7.0,20.0,0.5
1667,2026-02-23,Dinner,0,,482,Kale (1 cup in soup),Vegetable,33.0,2.9,6.0,0.6
1668,2026-02-23,Dinner,0,,483,Stale Bread (1/2 cup in soup),Grain,80.0,3.0,15.0,1.0
1669,2026-02-23,Dinner,0,,484,Polenta (1 cup creamy),Meal/Grain,150.0,3.0,32.0,1.0
1670,2026-02-23,Dinner,0,,485,Gorgonzola Cheese (1 oz),Dairy,100.0,6.0,0.7,8.0
1671,2026-02-23,Snack,90,,486,Negroni (1 drink),Beverage,190.0,0.0,15.0,0.0
1672,2026-02-23,Snack,0,,487,Gin (1 oz),Beverage,70.0,0.0,0.0,0.0
1673,2026-02-23,Snack,0,,488,Campari (1 oz),Beverage,80.0,0.0,10.0,0.0
1674,2026-02-23,Snack,0,,489,Sweet Vermouth (1 oz),Beverage,40.0,0.0,5.0,0.0
1675,2026-02-23,Snack,0,,490,Orange Peel (garnish),Condiment,1.0,0.0,0.2,0.0
1676,2026-02-23,Dinner,0,,491,Osso Buco (1 serving),Meal/Meat,550.0,45.0,15.0,30.0
1677,2026-02-23,Dinner,0,,492,Gremolata (1 tbsp),Condiment,15.0,0.5,1.0,1.0
1678,2026-02-23,Dinner,0,,493,Risotto alla Milanese (1 cup),Meal/Rice,350.0,10.0,50.0,12.0
1679,2026-02-23,Dinner,0,,494,Saffron (pinch in risotto),Condiment,1.0,0.0,0.1,0.0
1680,2026-02-23,Snack,0,,495,Panettone (1 slice),Dessert,320.0,6.0,50.0,12.0
1681,2026-02-23,Snack,0,,496,Candied Fruit (1 tbsp),Fruit,30.0,0.0,8.0,0.0
1682,2026-02-23,Snack,0,,497,Amaretti Cookie (2 cookies),Dessert,90.0,2.0,12.0,4.0
1683,2026-02-23,Snack,0,,498,Limoncello (1.5 oz shot),Beverage,150.0,0.0,18.0,0.0
1684,2026-02-23,Snack,0,,499,Panna Cotta (1 serving),Dessert,300.0,4.0,25.0,20.0
1685,2026-02-23,Snack,0,,500,Berry Coulis (1 tbsp),Condiment,20.0,0.0,5.0,0.0
1686,2026-02-23,Dinner,0,,501,Saltimbocca (1 serving),Meal/Meat,380.0,38.0,5.0,22.0
1687,2026-02-23,Dinner,0,,502,Prosciutto (1 slice wrapper),Protein/Meat,35.0,4.0,0.0,2.5
1688,2026-02-23,Dinner,0,,503,Sage (2 leaves),Condiment,1.0,0.0,0.1,0.0
1689,2026-02-23,Dinner,0,,504,Polenta (grilled 1 slice),Meal/Grain,120.0,2.5,25.0,1.0
1690,2026-02-23,Dinner,0,,505,Caponata (1/2 cup),Meal/Vegetable,180.0,2.0,15.0,14.0
1691,2026-02-23,Dinner,0,,506,Eggplant (1/2 cup in caponata),Vegetable,40.0,0.5,6.0,2.0
1692,2026-02-23,Dinner,0,,507,Pine Nuts (1/2 tbsp),Nut,48.0,1.0,1.0,5.0
1693,2026-02-23,Dinner,0,,508,Raisins (1 tbsp),Fruit,27.0,0.3,7.0,0.0
1694,2026-02-23,Snack,0,,509,Gelato (Pistachio 1/2 cup),Dessert,220.0,5.0,24.0,12.0
1695,2026-02-23,Snack,0,,510,Waffle Cone (1 small),Grain,70.0,1.0,13.0,1.5
1696,2026-02-23,Dinner,0,,511,Cacio e Pepe (1.5 cups),Meal/Pasta,500.0,18.0,65.0,19.0
1697,2026-02-23,Dinner,0,,512,Pecorino Romano (1/4 cup),Dairy,110.0,7.5,1.0,8.5
1698,2026-02-23,Dinner,0,,513,Black Pepper (1/2 tsp),Condiment,3.0,0.1,0.7,0.0
1699,2026-02-23,Dinner,0,,514,Fiorentina Steak (3oz portion),Protein/Meat,230.0,24.0,0.0,15.0
1700,2026-02-23,Dinner,0,,477,Olive Oil (1 tbsp drizzle),Condiment,120.0,0.0,0.0,14.0
1701,2026-02-23,Dinner,0,,515,Rosemary (garnish),Condiment,1.0,0.0,0.2,0.0
1702,2026-02-23,Dinner,0,,516,White Beans (Tuscan style 1/2 cup),Legume,150.0,8.0,20.0,4.0
1703,2026-02-23,Dinner,0,,517,Garlic (1 clove in beans),Vegetable,4.0,0.2,0.9,0.0
1704,2026-02-23,Dinner,0,,518,Sage (in beans),Condiment,1.0,0.0,0.1,0.0
1705,2026-02-23,Snack,0,,519,Arancini (1 large ball),Snack/Processed,250.0,9.0,30.0,10.0
1706,2026-02-23,Snack,0,,520,Ragù (filling 1 tbsp),Condiment,25.0,1.5,1.0,1.5
1707,2026-02-23,Snack,0,,521,Mozzarella (filling 0.5 oz),Dairy,40.0,3.0,0.5,3.0
1708,2026-02-23,Snack,0,,522,Breadcrumbs (coating),Grain,25.0,0.5,4.0,0.5
1709,2026-02-23,Snack,150,,523,Campari & Soda (1 drink),Beverage,85.0,0.0,10.0,0.0
1710,2026-02-23,Snack,0,,524,Olive (garnish),Fruit,5.0,0.0,0.1,0.5
1711,2026-02-23,Lunch,0,,525,Vitello Tonnato (1 serving),Meal/Meat,380.0,35.0,3.0,25.0
1712,2026-02-23,Lunch,0,,526,Tuna Sauce (2 tbsp),Condiment,100.0,4.0,1.0,9.0
1713,2026-02-23,Lunch,0,,527,Capers (garnish),Condiment,2.0,0.2,0.4,0.1
1714,2026-02-23,Lunch,0,,528,Lemon Slice (garnish),Condiment,1.0,0.0,0.3,0.0
1715,2026-02-23,Dinner,0,,529,Gnocchi alla Sorrentina (1.5 cups),Meal/Pasta,450.0,15.0,60.0,18.0
1716,2026-02-23,Dinner,0,,530,Tomato Sauce (1/2 cup),Condiment,40.0,1.5,7.0,1.0
1717,2026-02-23,Dinner,0,,531,Mozzarella (1 oz melted),Dairy,80.0,6.0,1.0,6.0
1718,2026-02-23,Dinner,0,,532,Basil (fresh garnish),Condiment,1.0,0.1,0.0,0.0
1719,2026-02-23,Dinner,0,,533,Pesto (1/4 cup),Condiment,290.0,5.0,4.0,29.0
1720,2026-02-23,Dinner,0,,534,Pine Nuts (1 tbsp in pesto),Nut,95.0,2.0,2.0,10.0
1721,2026-02-23,Dinner,0,,535,Garlic (1/2 clove in pesto),Vegetable,2.0,0.1,0.5,0.0
1722,2026-02-23,Dinner,0,,536,Trofie Pasta (1 cup cooked),Grain,210.0,7.0,43.0,1.0
1723,2026-02-23,Dinner,0,,537,Green Beans (1/2 cup w/ pasta),Vegetable,15.0,0.9,3.5,0.1
1724,2026-02-23,Dinner,0,,538,Potato (1/2 w/ pasta),Vegetable,65.0,1.0,15.0,0.1
1725,2026-02-23,Snack,120,,539,Espresso Martini (1 drink),Beverage,280.0,0.5,25.0,0.0
1726,2026-02-23,Snack,0,,540,Vodka (1.5 oz),Beverage,97.0,0.0,0.0,0.0
1727,2026-02-23,Snack,0,,541,Coffee Liqueur (1 oz),Beverage,100.0,0.0,15.0,0.0
1728,2026-02-23,Snack,0,,542,Espresso (1 oz in drink),Beverage,3.0,0.3,0.0,0.1
1729,2026-02-23,Snack,0,,543,Simple Syrup (1/2 oz),Condiment,30.0,0.0,8.0,0.0
1730,2026-02-23,Snack,0,,544,Coffee Beans (3 garnish),Snack,2.0,0.1,0.3,0.0
1731,2026-02-23,Snack,0,,545,Baba Ganoush (1/4 cup),Meal/Vegetable,100.0,2.0,8.0,7.0
1732,2026-02-23,Snack,0,,546,Pita Bread (1 white),Grain,165.0,5.5,33.0,1.2
1733,2026-02-23,Lunch,0,,547,Falafel (3 pieces),Meal/Vegetarian,180.0,6.0,18.0,9.0
1734,2026-02-23,Lunch,0,,548,Tahini Sauce (1 tbsp),Condiment,30.0,1.0,1.5,2.5
1735,2026-02-23,Lunch,0,,549,Pickled Turnips (2 tbsp),Vegetable,10.0,0.2,2.0,0.0
1736,2026-02-23,Lunch,250,,550,Shawarma (Chicken 1 wrap),Meal/Processed,550.0,30.0,50.0,25.0
1737,2026-02-23,Lunch,0,,551,Garlic Sauce (1 tbsp),Condiment,90.0,0.1,1.0,10.0
1738,2026-02-23,Lunch,0,,552,Hummus (1/4 cup),Legume,130.0,5.0,10.0,8.0
1739,2026-02-23,Lunch,0,,553,Tabouli (1/2 cup),Meal/Vegetarian,120.0,3.0,15.0,6.0
1740,2026-02-23,Lunch,0,,554,Bulgur (1/4 cup in tabouli),Grain,76.0,2.7,16.8,0.2
1741,2026-02-23,Lunch,0,,555,Parsley (1/4 cup in tabouli),Vegetable,5.0,0.3,1.0,0.1
1742,2026-02-23,Lunch,0,,556,Mint (1 tbsp in tabouli),Condiment,1.0,0.1,0.1,0.0
1743,2026-02-23,Lunch,0,,557,Lemon Juice (1 tbsp dressing),Condiment,4.0,0.1,1.3,0.0
1744,2026-02-23,Lunch,0,,558,Olive Oil (1 tbsp dressing),Condiment,120.0,0.0,0.0,14.0
1745,2026-02-23,Snack,0,,559,Kibbeh (1 piece fried),Meal/Meat,230.0,9.0,20.0,13.0
1746,2026-02-23,Snack,0,,560,Pine Nuts (1/2 tbsp filling),Nut,48.0,1.0,1.0,5.0
1747,2026-02-23,Snack,0,,561,Ground Lamb (1 oz filling),Protein/Meat,80.0,5.5,0.0,6.0
1748,2026-02-23,Snack,0,,562,Bulgur (1 tbsp shell),Grain,15.0,0.5,3.4,0.0
1749,2026-02-23,Lunch,250,,563,Lentil Soup (1 cup Middle Eastern),Meal/Legume,200.0,10.0,30.0,5.0
1750,2026-02-23,Lunch,0,,564,Cumin (1 tsp),Condiment,8.0,0.3,1.5,0.5
1751,2026-02-23,Lunch,0,,565,Coriander (1 tsp),Condiment,5.0,0.1,1.0,0.2
1752,2026-02-23,Lunch,0,,566,Lemon Juice (1 tsp in soup),Condiment,1.0,0.0,0.4,0.0
1753,2026-02-23,Lunch,0,,567,Pita Crisps (1 oz),Snack/Processed,130.0,3.0,18.0,5.0
1754,2026-02-23,Breakfast,0,,568,Manakeesh (Za'atar 1 small),Meal/Vegetarian,300.0,7.0,45.0,10.0
1755,2026-02-23,Breakfast,0,,569,Za'atar (1 tbsp),Condiment,40.0,1.0,3.0,3.0
1756,2026-02-23,Breakfast,0,,570,Olive Oil (1 tbsp on bread),Condiment,120.0,0.0,0.0,14.0
1757,2026-02-23,Breakfast,0,,571,Labneh (2 tbsp),Dairy,60.0,4.0,2.0,4.0
1758,2026-02-23,Breakfast,0,,572,Cucumber (1/4 cup side),Vegetable,8.0,0.3,1.8,0.0
1759,2026-02-23,Breakfast,0,,573,Tomato (1/4 cup side),Vegetable,8.0,0.3,1.8,0.1
1760,2026-02-23,Breakfast,0,,574,Olives (5 side),Fruit,35.0,0.2,1.0,3.5
